45.0 585.0 -5 -10
40.0 580.0 -5 -10
35.0 575.0 -5 -10
30.0 570.0 -5 -10
25.0 565.0 -5 -10
20.0 560.0 -5 -10
15.0 555.0 -5 -10
105.0 455.0 -5 -10
100.0 450.0 -5 -10
95.0 445.0 -5 -10
90.0 440.0 -5 -10
85.0 435.0 -5 -10
80.0 430.0 -5 -10
75.0 425.0 -5 -10
-40.0 60.0 5 10
-35.0 55.0 5 10
-30.0 50.0 5 10
-25.0 45.0 5 10
50.0 80.0 -5 -10
45.0 75.0 -5 -10
40.0 70.0 -5 -10
35.0 65.0 -5 -10
30.0 60.0 -5 -10
25.0 55.0 -5 -10
20.0 50.0 -5 -10
15.0 45.0 -5 -10
-30.0 730.0 -5 10
-15.0 725.0 -5 10
170.0 580.0 -5 -10
165.0 575.0 -5 -10
160.0 570.0 -5 -10
155.0 565.0 -5 -10
150.0 560.0 -5 -10
145.0 555.0 -5 -10
185.0 505.0 -5 -10
180.0 500.0 -5 -10
175.0 495.0 -5 -10
170.0 490.0 -5 -10
165.0 485.0 -5 -10
160.0 480.0 -5 -10
155.0 475.0 -5 -10
150.0 470.0 -5 -10
220.0 350.0 5 -10
205.0 345.0 5 -10
190.0 340.0 5 -10
175.0 335.0 5 -10
160.0 330.0 5 -10
145.0 325.0 5 -10
130.0 320.0 5 -10
115.0 315.0 5 -10
-55.0 675.0 5 10
-50.0 670.0 5 10
-45.0 665.0 5 10
-40.0 660.0 5 10
-35.0 655.0 5 10
-30.0 650.0 5 10
-130.0 540.0 5 10
-125.0 535.0 5 10
-120.0 530.0 5 10
-115.0 525.0 5 10
-110.0 520.0 5 10
-105.0 515.0 5 10
-100.0 510.0 5 10
-165.0 435.0 5 10
-160.0 430.0 5 10
-155.0 425.0 5 10
-150.0 420.0 -5 10
-135.0 415.0 -5 10
100.0 550.0 -5 -10
95.0 545.0 -5 -10
90.0 540.0 -5 -10
85.0 535.0 -5 -10
80.0 530.0 -5 -10
-185.0 505.0 5 10
-180.0 500.0 5 10
-175.0 495.0 5 10
-170.0 490.0 5 10
-165.0 485.0 5 10
-160.0 480.0 5 10
-155.0 475.0 5 10
-150.0 470.0 5 10
-105.0 295.0 -5 10
-90.0 290.0 -5 10
55.0 625.0 -5 -10
50.0 620.0 -5 -10
45.0 615.0 -5 -10
40.0 610.0 -5 -10
35.0 605.0 -5 -10
30.0 600.0 -5 -10
75.0 545.0 -5 -10
70.0 540.0 -5 -10
65.0 535.0 -5 -10
60.0 530.0 -5 -10
55.0 525.0 -5 -10
50.0 520.0 -5 -10
85.0 475.0 -5 -10
80.0 470.0 -5 -10
75.0 465.0 -5 -10
10.0 50.0 -5 -10
5.0 45.0 -5 -10
-25.0 65.0 5 10
-20.0 60.0 5 10
-15.0 55.0 5 10
-10.0 50.0 5 10
-5.0 45.0 5 10
-185.0 435.0 5 10
-180.0 430.0 5 10
-175.0 425.0 5 10
-170.0 420.0 5 10
-165.0 415.0 5 10
-160.0 410.0 5 10
-155.0 405.0 5 10
5.0 145.0 -5 -10
-15.0 55.0 5 10
-10.0 50.0 5 10
-5.0 45.0 5 10
-30.0 510.0 5 10
-25.0 505.0 5 10
-20.0 500.0 5 10
-15.0 495.0 5 10
-10.0 490.0 5 10
-5.0 485.0 5 10
15.0 95.0 -5 -10
10.0 90.0 -5 -10
5.0 85.0 -5 -10
165.0 465.0 -5 -10
160.0 460.0 -5 -10
155.0 455.0 -5 -10
150.0 450.0 -5 -10
145.0 445.0 -5 -10
140.0 440.0 -5 -10
135.0 435.0 -5 -10
130.0 430.0 -5 -10
-170.0 240.0 -5 10
-155.0 235.0 -5 10
-140.0 230.0 -5 10
-125.0 225.0 -5 10
-110.0 220.0 -5 10
-95.0 215.0 -5 10
-80.0 210.0 -5 10
110.0 420.0 -5 -10
105.0 415.0 -5 -10
100.0 410.0 -5 -10
95.0 405.0 -5 -10
90.0 400.0 -5 -10
85.0 395.0 -5 -10
80.0 390.0 -5 -10
75.0 385.0 -5 -10
70.0 380.0 -5 -10
65.0 375.0 -5 -10
60.0 370.0 -5 -10
-55.0 495.0 5 10
-50.0 490.0 5 10
-45.0 485.0 5 10
-40.0 480.0 5 10
-35.0 475.0 5 10
-30.0 470.0 5 10
-25.0 465.0 5 10
-20.0 460.0 5 10
-15.0 455.0 5 10
-10.0 450.0 5 10
-5.0 445.0 5 10
35.0 65.0 -5 -10
30.0 60.0 -5 -10
25.0 55.0 -5 -10
20.0 50.0 -5 -10
15.0 45.0 -5 -10
-25.0 55.0 5 10
-20.0 50.0 5 10
-15.0 45.0 5 10
60.0 320.0 -5 -10
55.0 315.0 -5 -10
50.0 310.0 -5 -10
45.0 305.0 -5 -10
40.0 300.0 -5 -10
35.0 295.0 -5 -10
30.0 290.0 -5 -10
25.0 285.0 -5 -10
-30.0 430.0 5 10
-25.0 425.0 5 10
-20.0 420.0 5 10
-15.0 415.0 5 10
180.0 610.0 5 -10
165.0 605.0 5 -10
150.0 600.0 5 -10
135.0 595.0 5 -10
120.0 590.0 5 -10
-60.0 400.0 5 10
-55.0 395.0 5 10
-50.0 390.0 5 10
-45.0 385.0 5 10
-40.0 380.0 5 10
-105.0 305.0 5 10
-100.0 300.0 5 10
-95.0 295.0 5 10
-90.0 290.0 5 10
-85.0 285.0 5 10
-80.0 280.0 5 10
-115.0 235.0 5 10
-110.0 230.0 5 10
-105.0 225.0 5 10
-100.0 220.0 -5 10
-85.0 215.0 -5 10
15.0 105.0 -5 -10
10.0 100.0 -5 -10
5.0 95.0 -5 -10
55.0 655.0 -5 -10
50.0 650.0 -5 -10
45.0 645.0 -5 -10
40.0 640.0 -5 -10
35.0 635.0 -5 -10
30.0 630.0 -5 -10
25.0 625.0 -5 -10
115.0 525.0 -5 -10
110.0 520.0 -5 -10
105.0 515.0 -5 -10
100.0 510.0 -5 -10
95.0 505.0 -5 -10
90.0 500.0 -5 -10
115.0 395.0 5 -10
100.0 390.0 5 -10
85.0 385.0 5 -10
70.0 380.0 5 -10
55.0 375.0 5 -10
-10.0 660.0 5 10
-5.0 655.0 5 10
-15.0 575.0 5 10
-10.0 570.0 5 10
-5.0 565.0 5 10
-25.0 495.0 5 10
-20.0 490.0 5 10
-15.0 485.0 5 10
-10.0 480.0 5 10
-5.0 475.0 5 10
-10.0 470.0 5 10
-40.0 400.0 -5 10
-35.0 395.0 -5 10
-30.0 390.0 -5 10
-25.0 385.0 -5 10
-20.0 380.0 -5 10
25.0 325.0 -5 -10
20.0 320.0 -5 -10
15.0 315.0 -5 -10
10.0 310.0 -5 -10
5.0 305.0 -5 -10
30.0 250.0 -5 -10
25.0 245.0 -5 -10
20.0 240.0 -5 -10
15.0 235.0 -5 -10
10.0 230.0 -5 -10
5.0 225.0 -5 -10
20.0 180.0 -5 -10
15.0 175.0 -5 -10
10.0 170.0 -5 -10
5.0 165.0 -5 -10
30.0 100.0 -5 -10
25.0 95.0 -5 -10
20.0 90.0 -5 -10
15.0 85.0 -5 -10
10.0 80.0 -5 -10
5.0 75.0 -5 -10
180.0 630.0 -5 -10
175.0 625.0 -5 -10
170.0 620.0 -5 -10
165.0 615.0 -5 -10
160.0 610.0 -5 -10
155.0 605.0 -5 -10
150.0 600.0 -5 -10
145.0 595.0 -5 -10
140.0 590.0 -5 -10
135.0 585.0 -5 -10
130.0 580.0 -5 -10
125.0 575.0 -5 -10
120.0 570.0 -5 -10
115.0 565.0 -5 -10
110.0 560.0 -5 -10
105.0 555.0 -5 -10
100.0 550.0 -5 -10
95.0 545.0 -5 -10
90.0 540.0 -5 -10
85.0 535.0 -5 -10
80.0 530.0 -5 -10
75.0 525.0 -5 -10
70.0 520.0 -5 -10
65.0 515.0 -5 -10
105.0 715.0 -5 -10
100.0 710.0 -5 -10
95.0 705.0 -5 -10
90.0 700.0 -5 -10
85.0 695.0 -5 -10
80.0 690.0 -5 -10
75.0 685.0 -5 -10
70.0 680.0 -5 -10
65.0 675.0 -5 -10
60.0 670.0 -5 -10
55.0 665.0 -5 -10
50.0 660.0 -5 -10
45.0 655.0 -5 -10
40.0 650.0 -5 -10
35.0 645.0 -5 -10
30.0 640.0 -5 -10
25.0 635.0 -5 -10
20.0 630.0 -5 -10
15.0 625.0 -5 -10
10.0 620.0 -5 -10
5.0 615.0 -5 -10
245.0 515.0 -5 -10
240.0 510.0 -5 -10
235.0 505.0 -5 -10
230.0 500.0 -5 -10
225.0 495.0 -5 -10
220.0 490.0 -5 -10
215.0 485.0 -5 -10
210.0 480.0 -5 -10
205.0 475.0 -5 -10
200.0 470.0 -5 -10
195.0 465.0 -5 -10
190.0 460.0 -5 -10
185.0 455.0 -5 -10
180.0 450.0 -5 -10
175.0 445.0 -5 -10
170.0 440.0 -5 -10
165.0 435.0 -5 -10
160.0 430.0 5 -10
145.0 425.0 5 -10
130.0 420.0 5 -10
-60.0 220.0 5 10
-55.0 215.0 5 10
-50.0 210.0 5 10
-45.0 205.0 5 10
-40.0 200.0 5 10
-35.0 195.0 5 10
-30.0 190.0 5 10
-25.0 185.0 5 10
-20.0 180.0 5 10
-15.0 175.0 5 10
-10.0 170.0 5 10
-5.0 165.0 5 10
-55.0 95.0 5 10
-50.0 90.0 5 10
-45.0 85.0 5 10
-40.0 80.0 5 10
-35.0 75.0 5 10
-30.0 70.0 5 10
-25.0 65.0 5 10
-20.0 60.0 5 10
-15.0 55.0 5 10
-10.0 50.0 5 10
-5.0 45.0 5 10
-60.0 740.0 5 10
-55.0 735.0 5 10
-50.0 730.0 5 10
-45.0 725.0 5 10
-40.0 720.0 5 10
-35.0 715.0 5 10
-30.0 710.0 5 10
-25.0 705.0 5 10
-20.0 700.0 5 10
-15.0 695.0 5 10
-10.0 690.0 5 10
-5.0 685.0 5 10
85.0 265.0 -5 -10
80.0 260.0 -5 -10
75.0 255.0 -5 -10
70.0 250.0 -5 -10
65.0 245.0 -5 -10
60.0 240.0 -5 -10
55.0 235.0 -5 -10
50.0 230.0 -5 -10
45.0 225.0 -5 -10
40.0 220.0 -5 -10
35.0 215.0 -5 -10
30.0 210.0 -5 -10
25.0 205.0 -5 -10
20.0 200.0 -5 -10
15.0 195.0 -5 -10
10.0 190.0 -5 -10
5.0 185.0 -5 -10
25.0 85.0 -5 -10
20.0 80.0 -5 -10
15.0 75.0 -5 -10
10.0 70.0 -5 -10
5.0 65.0 -5 -10
160.0 660.0 -5 -10
155.0 655.0 -5 -10
150.0 650.0 -5 -10
145.0 645.0 -5 -10
140.0 640.0 -5 -10
135.0 635.0 -5 -10
130.0 630.0 -5 -10
125.0 625.0 -5 -10
120.0 620.0 -5 -10
115.0 615.0 -5 -10
110.0 610.0 -5 -10
105.0 605.0 -5 -10
100.0 600.0 -5 -10
95.0 595.0 -5 -10
90.0 590.0 -5 -10
85.0 585.0 -5 -10
80.0 580.0 -5 -10
75.0 575.0 -5 -10
70.0 570.0 -5 -10
65.0 565.0 -5 -10
60.0 560.0 -5 -10
55.0 555.0 -5 -10
50.0 550.0 -5 -10
45.0 545.0 -5 -10
40.0 540.0 -5 -10
35.0 535.0 -5 -10
30.0 530.0 -5 -10
25.0 525.0 -5 -10
20.0 520.0 -5 -10
-100.0 90.0 -5 10
-85.0 85.0 -5 10
-70.0 80.0 -5 10
-55.0 75.0 -5 10
-40.0 70.0 -5 10
240.0 560.0 -5 -10
235.0 555.0 -5 -10
230.0 550.0 -5 -10
225.0 545.0 -5 -10
220.0 540.0 -5 -10
215.0 535.0 -5 -10
210.0 530.0 -5 -10
205.0 525.0 -5 -10
200.0 520.0 -5 -10
195.0 515.0 -5 -10
190.0 510.0 -5 -10
185.0 505.0 -5 -10
180.0 500.0 -5 -10
175.0 495.0 -5 -10
170.0 490.0 -5 -10
165.0 485.0 -5 -10
160.0 480.0 -5 -10
155.0 475.0 -5 -10
150.0 470.0 -5 -10
145.0 465.0 -5 -10
140.0 460.0 -5 -10
135.0 455.0 -5 -10
130.0 450.0 -5 -10
125.0 445.0 -5 -10
120.0 440.0 -5 -10
115.0 435.0 -5 -10
110.0 430.0 -5 -10
105.0 425.0 -5 -10
100.0 420.0 -5 -10
95.0 415.0 -5 -10
90.0 410.0 -5 -10
85.0 405.0 -5 -10
80.0 400.0 -5 -10
75.0 395.0 -5 -10
70.0 390.0 5 -10
60.0 540.0 5 -10
45.0 535.0 5 -10
30.0 530.0 5 -10
15.0 525.0 5 -10
-275.0 285.0 -5 10
-260.0 280.0 -5 10
-245.0 275.0 -5 10
-230.0 270.0 -5 10
-215.0 265.0 -5 10
-200.0 260.0 -5 10
-185.0 255.0 -5 10
-170.0 250.0 -5 10
-75.0 165.0 -5 10
-60.0 160.0 -5 10
-45.0 155.0 -5 10
-30.0 150.0 -5 10
-15.0 145.0 -5 10
105.0 25.0 -5 -10
100.0 20.0 -5 -10
95.0 15.0 -5 -10
90.0 10.0 -5 -10
85.0 5.0 -5 -10
80.0 0.0 -5 -10
75.0 5.0 -5 -10
70.0 10.0 -5 -10
50.0 760.0 -5 -10
45.0 755.0 -5 -10
40.0 750.0 -5 -10
35.0 745.0 -5 -10
30.0 740.0 -5 -10
25.0 735.0 -5 -10
20.0 730.0 -5 -10
15.0 725.0 -5 -10
10.0 720.0 -5 -10
90.0 630.0 -5 -10
85.0 625.0 -5 -10
80.0 620.0 -5 -10
75.0 615.0 -5 -10
70.0 610.0 -5 -10
65.0 605.0 -5 -10
60.0 600.0 -5 -10
55.0 595.0 -5 -10
50.0 590.0 -5 -10
45.0 585.0 -5 -10
40.0 580.0 -5 -10
35.0 575.0 -5 -10
30.0 570.0 -5 -10
25.0 565.0 -5 -10
20.0 560.0 -5 -10
15.0 555.0 -5 -10
10.0 550.0 -5 -10
5.0 545.0 -5 -10
-15.0 325.0 5 10
-10.0 320.0 5 10
-5.0 315.0 5 10
-10.0 50.0 5 10
-5.0 45.0 5 10
90.0 150.0 -1 -10
81.0 145.0 -1 -10
72.0 140.0 -1 -10
63.0 135.0 -1 -10
54.0 130.0 -1 -10
45.0 125.0 -1 -10
36.0 120.0 -1 -10
27.0 115.0 -1 -10
27.0 65.0 -1 -10
18.0 60.0 -1 -10
9.0 55.0 -1 -10
93.0 280.0 2 -10
81.0 275.0 2 -10
69.0 270.0 2 -10
57.0 265.0 2 -10
45.0 260.0 2 -10
33.0 255.0 2 -10
21.0 250.0 2 -10
-45.0 60.0 2 10
-37.0 55.0 2 10
-29.0 50.0 2 10
-21.0 45.0 2 10
-199.0 325.0 -1 10
-188.0 320.0 -1 10
-177.0 315.0 -1 10
-166.0 310.0 -1 10
-124.0 150.0 -1 10
-113.0 145.0 -1 10
-102.0 140.0 -1 10
-74.0 50.0 -1 10
-63.0 45.0 -1 10
-35.0 65.0 5 10
-30.0 60.0 5 10
-25.0 55.0 5 10
-20.0 50.0 5 10
-15.0 45.0 5 10
245.0 595.0 -5 -10
240.0 590.0 -5 -10
235.0 585.0 -5 -10
230.0 580.0 -5 -10
225.0 575.0 -5 -10
220.0 570.0 -5 -10
215.0 565.0 -5 -10
210.0 560.0 -5 -10
205.0 555.0 -5 -10
200.0 550.0 -5 -10
195.0 545.0 -5 -10
190.0 540.0 -5 -10
185.0 535.0 -5 -10
180.0 530.0 -5 -10
175.0 525.0 -5 -10
170.0 520.0 -5 -10
165.0 515.0 -5 -10
160.0 510.0 -5 -10
155.0 505.0 -5 -10
150.0 500.0 -5 -10
145.0 495.0 -5 -10
140.0 490.0 -5 -10
135.0 485.0 -5 -10
130.0 480.0 -5 -10
125.0 475.0 -5 -10
120.0 470.0 -5 -10
115.0 465.0 -5 -10
110.0 460.0 -5 -10
105.0 455.0 -5 -10
100.0 450.0 -5 -10
95.0 445.0 -5 -10
90.0 440.0 -5 -10
85.0 435.0 -5 -10
80.0 430.0 5 -10
65.0 425.0 5 -10
50.0 420.0 5 -10
45.0 415.0 5 -10
-30.0 330.0 5 10
-25.0 325.0 5 10
-20.0 320.0 5 10
-15.0 315.0 5 10
-10.0 310.0 5 10
-5.0 305.0 5 10
45.0 65.0 5 -10
30.0 60.0 5 -10
15.0 55.0 5 -10
-17.0 485.0 -1 10
-6.0 480.0 -1 10
107.0 115.0 -1 -10
98.0 110.0 -1 -10
89.0 105.0 -1 -10
80.0 100.0 -1 -10
71.0 95.0 -1 -10
62.0 90.0 -1 -10
65.0 25.0 -1 -10
173.0 505.0 -1 -10
164.0 500.0 -1 -10
155.0 495.0 -1 -10
146.0 490.0 -1 -10
137.0 485.0 -1 -10
128.0 480.0 -1 -10
119.0 475.0 -1 -10
110.0 470.0 -1 -10
101.0 465.0 -1 -10
92.0 460.0 -1 -10
83.0 455.0 -1 -10
74.0 450.0 -1 -10
65.0 445.0 -1 -10
56.0 440.0 -1 -10
47.0 435.0 -1 -10
38.0 430.0 -1 -10
29.0 425.0 -1 -10
20.0 420.0 -1 -10
11.0 415.0 -1 -10
2.0 410.0 -1 -10
126.0 90.0 -1 -10
117.0 85.0 -1 -10
108.0 80.0 -1 -10
99.0 75.0 -1 -10
90.0 70.0 1 -10
79.0 65.0 1 -10
68.0 60.0 1 -10
57.0 55.0 1 -10
56.0 50.0 1 -10
55.0 45.0 1 -10
405.0 610.0 0 -10
395.0 605.0 0 -10
385.0 600.0 0 -10
375.0 595.0 0 -10
365.0 590.0 0 -10
355.0 585.0 0 -10
345.0 580.0 0 -10
335.0 575.0 0 -10
325.0 570.0 0 -10
315.0 565.0 0 -10
305.0 560.0 0 -10
295.0 555.0 0 -10
285.0 550.0 0 -10
275.0 545.0 0 -10
265.0 540.0 0 -10
255.0 535.0 0 -10
245.0 530.0 0 -10
235.0 525.0 0 -10
225.0 520.0 0 -10
215.0 515.0 0 -10
205.0 510.0 0 -10
195.0 505.0 0 -10
185.0 500.0 0 -10
175.0 495.0 0 -10
165.0 490.0 0 -10
155.0 485.0 0 -10
145.0 480.0 0 -10
135.0 475.0 0 -10
125.0 470.0 0 -10
115.0 465.0 0 -10
105.0 460.0 0 -10
95.0 455.0 0 -10
85.0 450.0 0 -10
75.0 445.0 0 -10
65.0 440.0 0 -10
55.0 435.0 0 -10
55.0 430.0 0 -10
55.0 425.0 0 -10
55.0 420.0 0 -10
55.0 415.0 0 -10
55.0 410.0 0 -10
55.0 405.0 0 -10
55.0 400.0 0 -10
55.0 395.0 0 -10
55.0 390.0 0 -10
-100.0 630.0 -5 10
-85.0 625.0 -5 10
-70.0 620.0 -5 10
-55.0 615.0 -5 10
-40.0 610.0 -5 10
-25.0 605.0 -5 10
-10.0 600.0 -5 10
-80.0 590.0 5 10
-75.0 585.0 5 10
-70.0 580.0 5 10
-65.0 575.0 5 10
-60.0 570.0 5 10
-55.0 565.0 5 10
-50.0 560.0 5 10
-45.0 555.0 5 10
-40.0 550.0 5 10
-35.0 545.0 5 10
-30.0 540.0 5 10
-25.0 535.0 5 10
-20.0 530.0 5 10
-15.0 525.0 5 10
-10.0 520.0 5 10
-5.0 515.0 5 10
-5.0 475.0 5 10
-10.0 470.0 5 10
-15.0 465.0 5 10
-20.0 460.0 5 10
-25.0 455.0 5 10
5.0 345.0 -5 -10
15.0 215.0 -5 -10
10.0 210.0 -5 -10
5.0 205.0 -5 -10
55.0 105.0 -5 -10
50.0 100.0 -5 -10
45.0 95.0 -5 -10
40.0 90.0 -5 -10
35.0 85.0 -5 -10
30.0 80.0 -5 -10
25.0 75.0 -5 -10
20.0 70.0 -5 -10
15.0 65.0 -5 -10
178.0 507.0 -2 -10
170.0 500.0 -2 -10
162.0 493.0 -2 -10
154.0 486.0 -2 -10
146.0 479.0 -2 -10
138.0 472.0 -2 -10
130.0 465.0 -2 -10
122.0 458.0 -2 -10
114.0 451.0 -2 -10
106.0 444.0 -2 -10
98.0 437.0 -2 -10
90.0 430.0 -2 -10
82.0 423.0 -2 -10
74.0 416.0 -2 -10
66.0 409.0 -2 -10
58.0 402.0 -2 -10
50.0 395.0 -2 -10
42.0 388.0 -2 -10
34.0 381.0 -2 -10
26.0 374.0 -2 -10
18.0 367.0 -2 -10
10.0 360.0 -2 -10
2.0 353.0 -2 -10
140.0 766.0 0 -10
130.0 759.0 0 -10
120.0 752.0 0 -10
110.0 745.0 0 -10
100.0 738.0 0 -10
90.0 731.0 0 -10
80.0 724.0 0 -10
70.0 717.0 0 -10
60.0 710.0 0 -10
50.0 703.0 0 -10
50.0 696.0 0 -10
50.0 689.0 0 -10
50.0 682.0 0 -10
50.0 675.0 0 -10
50.0 668.0 0 -10
50.0 661.0 0 -10
50.0 654.0 0 -10
50.0 647.0 0 -10
50.0 640.0 0 -10
50.0 633.0 0 -10
50.0 626.0 0 -10
50.0 619.0 0 -10
-10.0 170.0 5 10
-5.0 165.0 5 10
-40.0 80.0 5 10
-35.0 75.0 5 10
-30.0 70.0 5 10
-25.0 65.0 5 10
-20.0 60.0 5 10
-15.0 55.0 5 10
-10.0 50.0 5 10
-5.0 45.0 5 10
90.0 580.0 5 -10
75.0 575.0 5 -10
60.0 570.0 5 -10
45.0 565.0 5 -10
30.0 560.0 5 -10
15.0 555.0 5 -10
-265.0 405.0 -5 10
-250.0 400.0 -5 10
-235.0 395.0 -5 10
-220.0 390.0 -5 10
-205.0 385.0 -5 10
-190.0 380.0 -5 10
-175.0 375.0 -5 10
-160.0 370.0 -5 10
-145.0 365.0 -5 10
-130.0 360.0 -5 10
-115.0 355.0 -5 10
-100.0 350.0 -5 10
80.0 160.0 -5 -10
75.0 155.0 -5 -10
70.0 150.0 -5 -10
65.0 145.0 -5 -10
60.0 140.0 -5 -10
55.0 135.0 -5 -10
50.0 130.0 -5 -10
45.0 125.0 -5 -10
40.0 120.0 -5 -10
35.0 115.0 -5 -10
30.0 110.0 -5 -10
25.0 105.0 -5 -10
75.0 45.0 -5 -10
70.0 40.0 -5 -10
190.0 761.0 0 -10
180.0 754.0 0 -10
170.0 747.0 0 -10
160.0 740.0 0 -10
150.0 733.0 0 -10
140.0 726.0 0 -10
130.0 719.0 0 -10
120.0 712.0 0 -10
110.0 705.0 0 -10
100.0 698.0 0 -10
90.0 691.0 0 -10
80.0 684.0 0 -10
70.0 677.0 0 -10
60.0 670.0 0 -10
50.0 663.0 0 -10
40.0 656.0 0 -10
30.0 649.0 0 -10
20.0 642.0 0 -10
10.0 635.0 0 -10
-30.0 236.0 0 10
-20.0 229.0 0 10
-10.0 222.0 0 10
175.0 485.0 -5 -10
170.0 480.0 -5 -10
165.0 475.0 -5 -10
160.0 470.0 -5 -10
155.0 465.0 -5 -10
150.0 460.0 -5 -10
145.0 455.0 -5 -10
140.0 450.0 -5 -10
135.0 445.0 -5 -10
130.0 440.0 -5 -10
125.0 435.0 -5 -10
120.0 430.0 5 -10
105.0 425.0 5 -10
90.0 420.0 5 -10
75.0 415.0 5 -10
-5.0 75.0 5 10
115.0 665.0 5 -10
100.0 660.0 5 -10
85.0 655.0 5 -10
70.0 650.0 5 -10
55.0 645.0 5 -10
40.0 640.0 5 -10
25.0 635.0 5 -10
10.0 630.0 5 -10
-390.0 400.0 -5 10
-375.0 395.0 -5 10
-360.0 390.0 -5 10
-345.0 385.0 -5 10
-330.0 380.0 -5 10
-315.0 375.0 -5 10
-300.0 370.0 -5 10
-285.0 365.0 -5 10
-270.0 360.0 -5 10
-255.0 355.0 -5 10
-240.0 350.0 -5 10
-225.0 345.0 -5 10
-210.0 340.0 -5 10
-195.0 335.0 -5 10
-180.0 330.0 -5 10
-165.0 325.0 -5 10
-150.0 320.0 -5 10
-135.0 315.0 -5 10
-120.0 310.0 -5 10
5.0 175.0 -5 -10
15.0 85.0 -5 -10
10.0 80.0 -5 -10
5.0 75.0 -5 -10
-51.0 339.0 -1 10
-40.0 332.0 -1 10
-29.0 325.0 -1 10
-18.0 318.0 -1 10
-7.0 311.0 -1 10
-169.0 766.0 0 10
-159.0 759.0 0 10
-149.0 752.0 0 10
-139.0 745.0 0 10
-129.0 738.0 0 10
-119.0 731.0 0 10
-109.0 724.0 0 10
-99.0 717.0 0 10
-89.0 710.0 0 10
-79.0 703.0 0 10
-69.0 696.0 0 10
-59.0 689.0 0 10
-49.0 682.0 0 10
-39.0 675.0 0 10
-29.0 668.0 0 10
-19.0 661.0 0 10
-9.0 654.0 0 10
41.0 269.0 0 -10
31.0 262.0 0 -10
21.0 255.0 0 -10
11.0 248.0 0 -10
177.0 467.0 -2 -10
169.0 460.0 -2 -10
161.0 453.0 -2 -10
153.0 446.0 -2 -10
145.0 439.0 -2 -10
137.0 432.0 -2 -10
129.0 425.0 -2 -10
121.0 418.0 -2 -10
113.0 411.0 -2 -10
105.0 404.0 -2 -10
97.0 397.0 -2 -10
89.0 390.0 -2 -10
81.0 383.0 -2 -10
73.0 376.0 -2 -10
65.0 369.0 -2 -10
57.0 362.0 -2 -10
49.0 355.0 -2 -10
41.0 348.0 -2 -10
33.0 341.0 -2 -10
25.0 334.0 -2 -10
17.0 327.0 -2 -10
9.0 320.0 -2 -10
1.0 313.0 -2 -10
15.0 424.0 -3 -10
8.0 418.0 -3 -10
1.0 412.0 -3 -10
-91.0 129.0 -1 10
-80.0 122.0 -1 10
-69.0 115.0 -1 10
-58.0 108.0 -1 10
-39.0 549.0 0 10
-29.0 542.0 0 10
-19.0 535.0 0 10
-9.0 528.0 0 10
-169.0 535.0 0 10
-159.0 528.0 0 10
-149.0 521.0 0 10
-139.0 514.0 0 10
-129.0 507.0 0 10
-119.0 500.0 0 10
-109.0 493.0 0 10
-99.0 486.0 0 10
-89.0 479.0 0 10
-79.0 472.0 0 10
-69.0 353.0 0 10
-59.0 346.0 0 10
-49.0 339.0 0 10
-39.0 332.0 0 10
-29.0 325.0 0 10
-19.0 318.0 0 10
